Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,OWS/48,DWS/48,Shot%,Team Mar,Team MP,Team Gm,Year 3PAr,Team TS%,Tm USG,Tm TS W/O Plyr,Reb/Vers,Defense,Val/Shot,Offense,MPG + Int,RAW SPM,%Min,RAW Contrib,Tm Sum,Tm Adj,BPM,StdErr,Contrib,VORP,Reb/Vers,Val/Shot,Offense,Defense,MPG,Raw OBPM,Contrib,Tm Ortg,Tm Sum,Tm Adj,Tm DRtg,OBPM,OStdErr,Ocontrib,OVORP,DBPM,DStdErr,Dcontrib,DVORP,Sum SPM,%Min,MPG,ReMPG,BPM,Contrib,VORP,VORP-Gm,O-BPM,Ocontrib,OVORP,"OVORP
Gm",D-BPM,Dcontrib,DVORP,"DVORP
Gm",Exp BPM,"TrueTalent
BPM","Exp%
Min","TrueTalent
VORP",TrueTimeVORP,WORP,O-WORP,D-WORP,Adjusted WORP,Estimated Position,BBRef Pos,Age on Feb 1,Yrs Experience,Height,Weight,Rounded Position,Rounded Age,Playoffs
2015,PHO,Brandan Wright,27,40,858,17.8,0.6,0.014,0.29,8.9,16,12.4,4.1,1.9,4.2,6.4,12.8,2,1.1,3,0.17,-0.1,2.3,2.1,0.9,0.11,0.06,12,-0.37,19879,82,0.268,0.537,342976,0.535,-2.43,1.74,-0.09,3.35,-0.59,2.07,0.22,0.45,-0.79,0.07,2.1,2.5,0.5,0.9,-0.2,0.2,0.4,0,-0.3,0.1,0,-0.5,0.5,-0.2,0.1,-0.1,1.6,0,0.3,2.3,1.8,0.5,0.6,-2.4,0.2,21.5,19.5,2.1,0.5,0.9,1.8,-0.1,0,0.3,0.7,2.3,0.5,0.6,1.1,-1.5,0.2,0.53,1.2,2.2,2.4,0.9,1.5,6,3.9,4,27.33,6,82,210,4,27,N
2015,NYK,Lou Amundson,32,41,858,12.5,0.444,0.004,0.337,11.6,22,16.7,12.6,1.3,5,17,18,-0.5,0.8,0.4,0.02,-3.8,2.2,-1.6,0.1,-0.026,0.046,14.9,-10.3,19855,82,0.268,0.508,341700,0.51,2.34,1.42,-0.21,-2.79,-0.65,0.32,0.22,0.07,-2.45,-1.98,-1.7,2.5,-0.4,0.1,1.5,0.1,-3.6,-0.3,-0.3,-2.7,-0.6,-5.4,-0.7,-1.2,-4.9,-3.8,1.6,-0.8,-0.5,2.2,1.8,0.5,0.5,-6,0.2,20.9,19.1,-1.7,-0.4,0.1,0.1,-3.8,-0.8,-0.5,-0.9,2.2,0.5,0.5,1.1,-3,-2.4,0.16,-0.1,0.1,0.2,-1.3,1.5,0.1,3.9,4,32.15,8,81,220,4,32,N
2015,BRK,Kevin Garnett,38,42,854,14.8,0.486,0.022,0.149,6.1,31.3,18.7,13,2.5,1.2,13.3,18.1,0.2,1.4,1.6,0.089,-2.8,2.5,-0.4,0.3,0.011,0.078,15.7,-3.31,19928,82,0.268,0.529,347023,0.53,1.06,0.9,-0.15,-1.79,-0.71,-0.53,0.21,-0.11,-4.76,0.16,-0.4,2.5,-0.1,0.3,-0.4,0.1,-2.4,0.3,-0.4,-2.8,-0.6,-1.3,-1.1,-0.1,-2,-2.8,1.6,-0.6,-0.2,2.5,1.8,0.5,0.6,-5.3,0.2,20.3,18.6,-0.4,-0.1,0.3,0.7,-2.8,-0.6,-0.2,-0.5,2.5,0.5,0.6,1.2,-2.1,-1.3,0.32,0.2,0.5,0.9,-0.7,1.6,1.4,4.7,4,38.71,19,83,240,5,39,Y
2015,HOU,Joey Dorsey,31,69,854,11.1,0.507,0.007,0.572,13.3,22.7,18,4.4,2.3,2.3,18.4,11.3,0.4,1.5,1.9,0.108,-3.5,2.1,-1.4,0.1,0.023,0.085,9.2,4.01,19804,82,0.268,0.548,337012,0.549,-1.63,1.24,-0.3,0.89,-1.55,-1.06,0.22,-0.23,6.44,-0.33,-1.4,2.5,-0.3,0.1,0.4,0,-2.7,0.2,-0.8,-2.8,-0.6,1.4,5.1,-0.7,2.6,-3.5,1.6,-0.7,-0.4,2.1,1.8,0.4,0.5,-5.6,0.2,12.4,11.7,-1.4,-0.3,0.1,0.2,-3.5,-0.7,-0.4,-0.5,2.1,0.4,0.5,0.6,-2.5,-2,0.22,0,0.1,0.4,-1,1.4,0.4,4.6,4,31.13,3,80,268,5,31,Y
2015,POR,Meyers Leonard,22,55,847,14.8,0.631,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,1.6,1.2,2.8,0.158,0.1,0,0.2,0.5,0.09,0.068,13.7,4.69,19856,82,0.268,0.544,347001,0.541,-2.42,-1.48,0.12,3.63,-1.23,-1.5,0.21,-0.32,-2.66,1.66,0.2,2.5,0,0.5,-1.2,0.5,1.6,-0.3,-0.6,-0.1,0,2.3,1.5,0.3,2.4,0.1,1.6,0,0.4,0,1.8,0,0.1,0.1,0.2,15.4,14.4,0.2,0,0.5,0.7,0.1,0,0.4,0.6,0,0,0.1,0.1,-1.8,-0.9,0.37,0.4,0.8,1.2,1,0.2,2.2,5,5,22.93,2,85,245,5,23,Y
2015,ORL,Dewayne Dedmon,25,59,845,13.3,0.568,0.006,0.395,15.5,24.1,19.7,1.6,1,4.8,21.1,13,0.7,1,1.7,0.099,-3.6,0.3,-3.3,-0.3,0.041,0.058,10.3,-6.23,19755,82,0.268,0.525,339398,0.523,-3.97,0.93,-0.18,1.83,-1.34,-2.55,0.21,-0.54,-3.81,-0.73,-3.3,2.5,-0.7,-0.3,0,0.2,-2.1,-0.4,-0.7,-3,-0.6,-4.1,-1.8,-0.6,-2.1,-3.6,1.6,-0.8,-0.4,0.3,1.8,0.1,0.1,-4,0.2,14.3,13.4,-3.3,-0.7,-0.3,-0.4,-3.6,-0.8,-0.4,-0.6,0.3,0.1,0.1,0.2,-3.6,-3.5,0.01,0,0,-0.7,-1.1,0.4,0,5,5,25.47,1,84,245,5,26,N
2015,MEM,Nick Calathes,25,58,838,12.3,0.455,0.174,0.182,2.6,11.8,7.2,26.6,3.9,0.5,18.6,17.9,-0.4,1.5,1.1,0.065,-2.1,1.8,-0.3,0.4,-0.022,0.087,14.6,3.94,19904,82,0.268,0.531,348101,0.534,2.32,2.29,0.05,-4.53,-1.33,-1.25,0.21,-0.26,-0.24,0.99,-0.3,2.5,-0.1,0.4,0.5,0.2,-3,0.8,-0.7,-2.1,-0.4,-0.1,-0.1,0,4,-2.1,1.6,-0.4,-0.1,1.8,1.8,0.4,0.4,-3.9,0.2,14.4,13.5,-0.3,-0.1,0.4,0.5,-2.1,-0.4,-0.1,-0.1,1.8,0.4,0.4,0.6,-2.1,-1.3,0.32,0.2,0.6,1,-0.2,1.2,1.5,2,2,25.98,1,78,213,2,26,Y
2015,ATL,Shelvin Mack,24,55,833,13.2,0.489,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,0.5,0.8,1.3,0.075,-0.9,-2.2,-3.1,-0.2,0.029,0.046,16.8,5.29,19732,82,0.268,0.564,341423,0.567,1.47,-0.51,0.17,-3.1,-1.26,-3.4,0.21,-0.72,4.94,0.28,-3.1,2.5,-0.7,-0.2,0.1,0.3,-0.8,0.1,-0.7,-0.9,-0.2,3.4,4.4,-0.1,1.9,-0.9,1.6,-0.2,0.2,-2.2,1.8,-0.5,-0.4,1.3,0.2,15.1,14.1,-3.1,-0.7,-0.2,-0.4,-0.9,-0.2,0.2,0.2,-2.2,-0.5,-0.4,-0.6,-1.8,-2.4,0.16,-0.1,-0.2,-0.6,0.4,-1.1,-0.5,1.2,1,24.78,3,75,203,1,25,Y
2015,CHO,Mo Williams,32,27,831,16.9,0.512,0.431,0.225,1.2,9.1,5,36.5,1,0.6,13.4,28.8,0.7,0.7,1.4,0.08,3.4,-2.4,1,0.6,0.04,0.04,24.9,-3.79,19905,82,0.268,0.498,353638,0.497,2.33,-1.3,0.49,0.03,0.31,1.36,0.21,0.28,-2.5,-0.41,1,2.5,0.2,0.6,0.5,0.6,3.8,-0.2,0.2,4.8,1,-5.7,0.4,-1.4,1.9,3.4,1.6,0.7,1.1,-2.4,1.8,-0.5,-0.4,5.8,0.2,30.8,26.8,1,0.2,0.6,1.9,3.4,0.7,1.1,3.2,-2.4,-0.5,-0.4,-1.3,-0.4,0.2,0.54,1.2,1.6,1.7,2.8,-1.2,4.3,1,1,32.12,11,73,198,1,32,N
2015,NOP,Luke Babbitt,25,63,830,11.1,0.639,0.599,0.099,1.6,13.5,7.6,4.3,1.1,1,11.5,12.4,1.1,0.5,1.6,0.092,0,-1.4,-1.4,0.1,0.063,0.029,11,1.16,19782,82,0.268,0.537,346147,0.535,-3.95,-0.96,0.17,4.79,-1.47,-1.59,0.21,-0.33,0.45,0.19,-1.4,2.5,-0.3,0.1,-1.8,0.5,1.9,-0.2,-0.8,-0.3,-0.1,2.6,1.5,0.3,-1.4,0,1.6,0,0.4,-1.4,1.8,-0.3,-0.2,1.4,0.2,13.2,12.4,-1.4,-0.3,0.1,0.2,0,0,0.4,0.5,-1.4,-0.3,-0.2,-0.3,-2.8,-2.1,0.2,0,0.1,0.3,1,-0.6,0.3,3.4,3,25.62,4,81,225,3,26,Y
2015,BRK,Thaddeus Young,26,28,829,17.1,0.539,0.153,0.217,7.1,15.4,11.2,8,2.4,0.8,10.5,22,0.8,0.8,1.6,0.095,0.4,0,0.3,0.5,0.048,0.048,19.7,-3.31,19928,82,0.268,0.529,347023,0.528,-0.86,0.56,-0.09,0.29,0.2,0.2,0.21,0.04,-4.76,0.16,0.4,2.5,0.1,0.5,0.1,0.2,-0.2,0.3,0.1,0.5,0.1,-1.3,-1.1,-0.1,-2,0.4,1.6,0.1,0.4,0,1.8,0,0.1,0.4,0.2,29.6,25.9,0.4,0.1,0.5,1.4,0.4,0.1,0.4,1.3,0,0,0.1,0.2,-0.5,-0.1,0.49,0.9,1.1,1.3,1.2,0.1,3.1,3.3,4,26.62,7,80,221,3,27,Y
2015,IND,Chris Copeland,30,50,828,7.4,0.468,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1,15.2,21.3,-0.9,0.8,-0.1,-0.008,-2.8,-1.5,-4.3,-0.5,-0.053,0.045,18.1,-0.14,19855,82,0.268,0.524,345392,0.526,-1.43,-1.47,-0.08,-0.92,-1.11,-4.93,0.21,-1.03,-3.37,0.64,-4.3,2.5,-0.9,-0.5,-0.6,0.2,-1.1,-0.3,-0.6,-2.4,-0.5,-2.1,-0.4,-0.4,2,-2.8,1.6,-0.6,-0.2,-1.5,1.8,-0.3,-0.3,-1.3,0.2,16.6,15.3,-4.3,-0.9,-0.5,-0.8,-2.8,-0.6,-0.2,-0.4,-1.5,-0.3,-0.3,-0.4,-2.3,-3.2,0.04,-0.1,-0.1,-1.3,-0.6,-0.7,-0.3,3.4,3,30.88,2,81,239,3,31,N
2015,ORL,Kyle O'Quinn,24,51,824,14.8,0.55,0.178,0.236,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,0.5,1.1,1.6,0.091,-2.1,2,-0.2,0.4,0.028,0.063,14.7,-6.23,19755,82,0.268,0.525,339398,0.524,0.25,1.53,0,-0.07,-1.15,0.56,0.21,0.12,-3.81,-0.73,-0.2,2.5,0,0.4,-0.1,0.3,-1.1,0,-0.6,-1.5,-0.3,-4.1,-1.8,-0.6,-2.1,-2.1,1.6,-0.4,-0.1,2,1.8,0.4,0.5,-4.1,0.2,16.2,15,-0.2,0,0.4,0.6,-2.1,-0.4,-0.1,-0.2,2,0.4,0.5,0.8,-3.3,-1.9,0.24,0,0.4,1,-0.3,1.3,1.2,4.3,4,24.85,2,82,250,4,25,N
2015,MEM,Jon Leuer,25,63,824,11.9,0.478,0.106,0.216,7,21.7,14.3,8.8,1.1,0.9,10.5,18.6,0.2,1.2,1.3,0.078,-3.1,0,-3.1,-0.2,0.01,0.068,16.6,3.94,19904,82,0.268,0.531,348101,0.534,-0.55,-1.02,-0.22,-1.01,-1.48,-4.06,0.21,-0.84,-0.24,0.99,-3.1,2.5,-0.6,-0.2,-0.2,0.1,-2,-0.1,-0.8,-3.1,-0.6,-0.1,-0.1,0,4,-3.1,1.6,-0.6,-0.3,0,1.8,0,0.1,-3.1,0.2,13.1,12.3,-3.1,-0.6,-0.2,-0.3,-3.1,-0.6,-0.3,-0.4,0,0,0.1,0.1,-2.4,-2.7,0.12,-0.1,-0.1,-0.6,-0.8,0.2,-0.3,4,4,25.72,3,82,228,4,26,Y
2015,MIN,Nikola Pekovic,29,31,815,16.6,0.502,0,0.393,12.1,21,16.4,5.7,1.2,1.2,9.8,23.1,0.9,0.2,1.2,0.069,-1.7,-2.8,-4.5,-0.5,0.055,0.014,20.8,-8.52,19787,82,0.268,0.517,341855,0.518,-0.96,-0.73,-0.23,-1.1,-0.12,-2.91,0.21,-0.6,-2.34,-1.58,-4.5,2.5,-0.9,-0.5,0.6,0.1,-1.7,-0.1,-0.1,-1.3,-0.3,-2.5,-0.8,-0.4,-6.1,-1.7,1.6,-0.4,0,-2.8,1.8,-0.6,-0.5,1,0.2,26.3,23.3,-4.5,-0.9,-0.5,-1.4,-1.7,-0.4,0,0,-2.8,-0.6,-0.5,-1.3,-1.9,-3,0.07,-0.1,-0.2,-1.4,0,-1.4,-0.4,5,5,29.08,4,83,307,5,29,N
2015,OKC,Enes Kanter,22,26,809,24.9,0.611,0.012,0.335,17.5,20.5,19,6.4,0.8,1.3,11.6,23.9,2.9,0.8,3.7,0.22,3,-1.7,1.2,0.7,0.172,0.048,21.1,2.54,19832,82,0.268,0.532,344899,0.528,0.75,-1.18,-0.01,1.39,0.33,1.29,0.2,0.26,3.19,-0.03,1.3,2.5,0.3,0.7,2.1,0.3,0.8,-0.3,0.2,3.1,0.6,2,2.7,-0.1,0.6,3,1.6,0.6,1,-1.8,1.8,-0.4,-0.3,4.8,0.2,31.1,27,1.3,0.3,0.7,2.1,3,0.6,1,3,-1.8,-0.4,-0.3,-0.9,0.5,0.9,0.63,1.8,2.1,1.8,2.6,-0.8,5.5,5,5,22.7,3,83,245,5,23,N
2015,LAL,Tarik Black,23,38,803,16.3,0.598,0,0.468,11.1,22.5,16.6,6.8,0.8,2.2,11.2,14.3,1.7,0.4,2.2,0.129,-0.3,-0.2,-0.5,0.3,0.103,0.026,12.7,-6.65,19932,82,0.268,0.513,350423,0.51,-0.61,-0.7,0,2.55,-0.64,0.6,0.2,0.12,-2.29,-1.14,-0.5,2.5,-0.1,0.3,0.4,0.3,0.2,-0.3,-0.3,0.3,0.1,-2.2,0.2,-0.6,-4.5,-0.3,1.6,-0.1,0.3,-0.2,1.8,0,0,-0.1,0.2,21.1,19.1,-0.5,-0.1,0.3,0.6,-0.3,-0.1,0.3,0.6,-0.2,0,0,0,-2.5,-1.6,0.28,0.1,0.4,0.8,0.8,0,1.1,4.4,5,23.2,0,81,250,4,23,N
2015,SAS,Patrick Mills,26,51,801,13,0.496,0.542,0.119,3,7.5,5.3,16.9,1.8,0.2,9,22.1,0.6,0.9,1.4,0.087,1,-1.8,-0.7,0.3,0.035,0.052,20.1,6.79,19955,82,0.268,0.555,346961,0.558,-0.15,-0.51,0.03,-0.42,-1.2,-2.28,0.2,-0.46,0.49,1.53,-0.7,2.5,-0.2,0.3,0,0.3,0.8,0.1,-0.6,0.6,0.1,2.6,1.1,0.4,4.1,1,1.7,0.2,0.5,-1.8,1.8,-0.4,-0.3,2.8,0.2,15.7,14.6,-0.7,-0.2,0.3,0.4,1,0.2,0.5,0.9,-1.8,-0.4,-0.3,-0.5,-1.5,-1.2,0.34,0.3,0.4,0.7,1.5,-0.8,1.1,1,1,26.48,5,72,185,1,27,Y
2015,ORL,Aaron Gordon,19,47,797,11.4,0.517,0.231,0.293,6.4,17.8,12,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1,0.06,-2.8,0,-2.8,-0.2,0.018,0.042,13.3,-6.23,19755,82,0.268,0.525,339398,0.525,-1.86,-0.07,-0.13,0.95,-1.07,-2.06,0.2,-0.42,-3.81,-0.73,-2.8,2.5,-0.6,-0.2,-0.5,0.2,-1.2,-0.1,-0.6,-2.2,-0.4,-4.1,-1.8,-0.6,-2.1,-2.8,1.7,-0.6,-0.2,0,1.8,0,0.1,-2.9,0.2,17,15.6,-2.8,-0.6,-0.2,-0.3,-2.8,-0.6,-0.2,-0.4,0,0,0.1,0.1,-3.1,-3,0.07,-0.1,-0.1,-0.4,-0.6,0.2,-0.2,3.6,4,19.38,0,81,220,4,19,N
2015,NYK,Pablo Prigioni,37,43,795,12.7,0.583,0.714,0.161,2.5,9.3,5.8,20.4,3.4,0.1,21.4,12.7,0.7,0.5,1.2,0.075,0.2,-0.8,-0.5,0.3,0.044,0.031,10,-10.3,19855,82,0.268,0.508,341700,0.506,0.54,1.45,0.42,0.36,-0.91,1.44,0.2,0.29,-2.45,-1.98,-0.5,2.5,-0.1,0.3,0.1,0.7,0.4,0.7,-0.5,1.4,0.3,-5.4,-0.7,-1.2,-4.9,0.2,1.7,0,0.4,-0.8,1.8,-0.2,-0.1,1,0.2,18.5,16.9,-0.5,-0.1,0.3,0.6,0.2,0,0.4,0.7,-0.8,-0.2,-0.1,-0.2,-3.5,-2.1,0.2,0,0.3,0.8,1,-0.3,0.8,1.1,1,37.71,2,75,185,1,38,N
2015,HOU,Kostas Papanikolaou,24,43,795,7.8,0.444,0.538,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,-0.4,0.9,0.5,0.029,-3,0.7,-2.3,-0.1,-0.025,0.054,11.2,4.01,19804,82,0.268,0.548,337012,0.551,1.01,0.08,-0.08,-2.11,-0.91,-1.93,0.2,-0.39,6.44,-0.33,-2.3,2.5,-0.5,-0.1,0.6,0.2,-2.7,0.1,-0.5,-2.3,-0.5,1.4,5.1,-0.7,2.6,-3,1.7,-0.6,-0.3,0.7,1.8,0.1,0.2,-3.7,0.2,18.5,16.9,-2.3,-0.5,-0.1,-0.1,-3,-0.6,-0.3,-0.5,0.7,0.1,0.2,0.4,-1.4,-1.8,0.25,0.1,-0.1,-0.1,-0.7,0.5,-0.2,2.9,3,24.51,0,80,225,3,25,Y
2015,LAC,Austin Rivers,22,41,791,10.6,0.488,0.296,0.201,2.2,9.6,6,12.8,1.9,0.7,10.5,19,0.1,0.7,0.8,0.046,-1.7,-0.7,-2.4,-0.1,0.005,0.041,17,7.21,19730,82,0.268,0.565,348865,0.568,-1.08,-0.12,-0.15,-1.42,-0.83,-3.45,0.2,-0.69,3.45,1.04,-2.4,2.5,-0.5,-0.1,-0.5,0.1,-1.6,0.1,-0.4,-2.3,-0.5,6.9,5.2,0.6,0.3,-1.7,1.7,-0.3,0,-0.7,1.8,-0.1,-0.1,-0.9,0.2,19.3,17.6,-2.4,-0.5,-0.1,-0.2,-1.7,-0.3,0,0,-0.7,-0.1,-0.1,-0.2,-0.8,-1.5,0.29,0.1,-0.1,-0.2,0,-0.2,-0.3,1.7,1,22.5,2,76,200,2,23,Y
2015,ORL,Ben Gordon,31,56,790,10.6,0.538,0.329,0.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,0.1,0.2,0.3,0.015,-2.5,-3.6,-6.1,-0.8,0.004,0.011,18.6,-6.23,19755,82,0.268,0.525,339398,0.524,-2.47,-1.69,0.01,0.17,-1.37,-5.37,0.2,-1.07,-3.81,-0.73,-6.1,2.5,-1.2,-0.8,-1.2,0.3,-0.1,-0.2,-0.7,-1.8,-0.4,-4.1,-1.8,-0.6,-2.1,-2.4,1.7,-0.5,-0.1,-3.6,1.8,-0.7,-0.7,1.2,0.2,14.1,13.2,-6.1,-1.2,-0.8,-1.2,-2.4,-0.5,-0.1,-0.2,-3.6,-0.7,-0.7,-1,-3.7,-4.8,0,0,0,-2.2,-0.4,-1.8,0,1.5,2,31.83,10,75,200,2,32,N
2015,CLE,Dion Waiters,23,33,786,12.2,0.468,0.251,0.175,1.8,6.5,4.2,15.6,2.9,1,12,24,-0.3,0.7,0.5,0.029,-2.1,-1,-3.1,-0.2,-0.016,0.045,21.1,4.39,19779,82,0.268,0.557,342773,0.562,-1.14,1.3,-0.14,-3.41,-0.38,-3.63,0.2,-0.72,2.75,0.5,-3.1,2.5,-0.6,-0.2,-0.4,0.1,-2.5,0.5,-0.2,-2.5,-0.5,5.5,4.5,0.4,-1.1,-2.1,1.7,-0.4,-0.1,-1,1.8,-0.2,-0.1,-1.1,0.2,23.8,21.2,-3.1,-0.6,-0.2,-0.6,-2.1,-0.4,-0.1,-0.2,-1,-0.2,-0.1,-0.4,-0.4,-1.6,0.27,0.1,-0.3,-0.6,-0.2,-0.4,-0.8,1.9,2,23.15,2,76,225,2,23,Y
2015,NYK,Andrea Bargnani,29,29,785,16.6,0.527,0.114,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.058,-1,-2.7,-3.7,-0.3,0.047,0.011,23.9,-10.3,19855,82,0.268,0.508,341700,0.507,-0.44,-1.21,-0.03,-0.05,-0.06,-1.75,0.2,-0.35,-2.45,-1.98,-3.7,2.5,-0.7,-0.3,-0.2,0.3,0.7,-0.6,0,0.1,0,-5.4,-0.7,-1.2,-4.9,-1,1.7,-0.2,0.1,-2.7,1.8,-0.5,-0.5,1.7,0.2,27.1,23.8,-3.7,-0.7,-0.3,-1,-1,-0.2,0.1,0.4,-2.7,-0.5,-0.5,-1.3,-2,-2.8,0.1,-0.1,-0.2,-0.9,0.4,-1.3,-0.5,4.4,5,29.27,8,84,245,4,29,N
2015,BRK,Markel Brown,23,47,781,9.1,0.459,0.305,0.271,2.3,13,7.7,7.4,2.1,1.2,10.3,15.3,-0.2,0.7,0.5,0.031,-3,0.3,-2.7,-0.1,-0.012,0.043,13.7,-3.31,19928,82,0.268,0.529,347023,0.531,-2.46,0.4,-0.22,0.26,-1.11,-2.91,0.2,-0.57,-4.76,0.16,-2.8,2.5,-0.5,-0.1,-1.2,0.1,-1.5,0.2,-0.6,-2.9,-0.6,-1.3,-1.1,-0.1,-2,-3,1.7,-0.6,-0.3,0.3,1.8,0.1,0.1,-3.3,0.2,16.6,15.3,-2.8,-0.5,-0.1,-0.3,-3,-0.6,-0.3,-0.4,0.3,0.1,0.1,0.2,-2.8,-2.8,0.11,-0.1,-0.1,-0.4,-0.7,0.3,-0.2,1.7,2,23.01,0,75,190,2,23,Y
2015,NOP,Austin Rivers,22,35,772,10.1,0.472,0.225,0.32,1.8,8.2,5,16.7,1.2,0.7,10.6,16.7,0.4,0.3,0.7,0.046,-1.7,-1.7,-3.4,-0.3,0.026,0.02,14.9,1.16,19782,82,0.268,0.537,346147,0.54,-0.64,-1,-0.08,-1.44,-0.56,-3.63,0.2,-0.71,0.45,0.19,-3.4,2.5,-0.7,-0.3,-0.4,0.2,-1.4,-0.1,-0.3,-2,-0.4,2.6,1.5,0.3,-1.4,-1.7,1.7,-0.3,0,-1.7,1.8,-0.3,-0.3,0,0.2,22.1,19.8,-3.4,-0.7,-0.3,-0.7,-1.7,-0.3,0,0,-1.7,-0.3,-0.3,-0.7,-1.2,-2.2,0.19,0,-0.3,-0.8,0,-0.8,-0.7,1.6,2,22.5,2,76,200,2,23,Y
2015,SAC,Reggie Evans,34,47,764,11.7,0.49,0.015,0.708,14.9,29,22.2,6.1,1.4,0.5,20,13,0.4,0.8,1.2,0.074,-2.7,0,-2.7,-0.1,0.024,0.05,10.4,-3.27,19855,82,0.268,0.542,338426,0.543,-0.41,-0.85,-0.29,-0.29,-1.15,-2.7,0.19,-0.52,-4.06,0.03,-2.7,2.5,-0.5,-0.1,0.8,0,-3.2,0,-0.6,-3.1,-0.6,-0.2,-2.2,0.4,-3.1,-2.7,1.7,-0.5,-0.2,0,1.9,0,0.1,-2.6,0.2,16.3,15,-2.7,-0.5,-0.1,-0.2,-2.7,-0.5,-0.2,-0.3,0,0,0.1,0.1,-2.9,-2.8,0.11,-0.1,-0.1,-0.3,-0.5,0.1,-0.2,4.5,4,34.71,12,80,245,4,35,N
2015,MIL,Michael Carter-Williams,23,25,758,16.3,0.496,0.091,0.354,3.2,11.7,7.5,30.8,3.4,1.3,18.2,25.8,0,1.3,1.3,0.08,-1,1.4,0.4,0.5,-0.001,0.081,21.1,-0.16,19929,82,0.268,0.536,336983,0.538,3.4,2.08,0.17,-5.01,0.23,0.7,0.19,0.13,1.29,-0.3,0.4,2.5,0.1,0.5,1,0.3,-2.4,0.6,0.1,-0.4,-0.1,-3.1,-0.8,-0.6,3,-1,1.7,-0.2,0.1,1.4,1.9,0.3,0.3,-2.3,0.2,30.3,26.1,0.4,0.1,0.5,1.5,-1,-0.2,0.1,0.5,1.4,0.3,0.3,1,0,0.2,0.53,1.1,1.3,1.2,0.4,0.9,3.4,1.6,1,23.31,1,78,190,2,23,Y
2015,POR,Arron Afflalo,29,25,752,8.2,0.533,0.396,0.207,0.9,8.5,4.8,5.5,0.6,0.2,11.8,16.7,0.2,0.5,0.8,0.049,-1.5,-0.8,-2.3,-0.1,0.015,0.034,14.7,4.69,19856,82,0.268,0.544,347001,0.544,-3.7,-2.02,-0.1,1.53,0.2,-3.98,0.19,-0.75,-2.66,1.66,-2.3,2.5,-0.4,-0.1,-1.6,0.3,-0.3,-0.3,0.1,-1.8,-0.3,2.3,1.5,0.3,2.4,-1.5,1.7,-0.3,0,-0.8,1.9,-0.2,-0.1,-0.7,0.2,30.1,25.9,-2.3,-0.4,-0.1,-0.2,-1.5,-0.3,0,0.1,-0.8,-0.2,-0.1,-0.3,0.6,-0.7,0.41,0.5,-0.1,-0.2,0.1,-0.3,-0.4,2.1,2,29.3,7,77,210,2,29,Y
2015,MIN,Robbie Hummel,25,45,742,9.7,0.536,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1,8.9,12.1,0.7,0.1,0.8,0.05,-1.8,-1.6,-3.5,-0.3,0.044,0.006,11,-8.52,19787,82,0.268,0.517,341855,0.517,-2.67,-0.96,-0.07,2.86,-1.13,-1.9,0.19,-0.36,-2.34,-1.58,-3.5,2.5,-0.7,-0.3,-1,0.3,0.1,-0.2,-0.6,-1.4,-0.3,-2.5,-0.8,-0.4,-6.1,-1.8,1.7,-0.3,0,-1.6,1.9,-0.3,-0.3,-0.2,0.2,16.5,15.1,-3.5,-0.7,-0.3,-0.5,-1.8,-0.3,0,0,-1.6,-0.3,-0.3,-0.5,-3.6,-3.5,0,0,0,-0.7,-0.1,-0.7,0,3.2,3,25.9,1,80,215,3,26,N
2015,MIL,Jabari Parker,19,25,738,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1,1.3,0.088,-1.4,0.2,-1.2,0.1,0.024,0.064,17.8,-0.16,19929,82,0.268,0.536,336983,0.536,-0.04,0.08,-0.13,-1.11,0.14,-0.93,0.19,-0.17,1.29,-0.3,-1.2,2.5,-0.2,0.1,0.6,0.2,-1.9,0.2,0.1,-0.9,-0.2,-3.1,-0.8,-0.6,3,-1.4,1.7,-0.3,0,0.2,1.9,0,0.1,-1.7,0.2,29.5,25.4,-1.2,-0.2,0.1,0.5,-1.4,-0.3,0,0.2,0.2,0,0.1,0.3,-0.2,-0.6,0.41,0.6,0.3,0.4,0.1,0.3,0.9,3.6,3,19.89,0,80,250,4,20,Y
