Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,OWS/48,DWS/48,Shot%,Team Mar,Team MP,Team Gm,Year 3PAr,Team TS%,Tm USG,Tm TS W/O Plyr,Reb/Vers,Defense,Val/Shot,Offense,MPG + Int,RAW SPM,%Min,RAW Contrib,Tm Sum,Tm Adj,BPM,StdErr,Contrib,VORP,Reb/Vers,Val/Shot,Offense,Defense,MPG,Raw OBPM,Contrib,Tm Ortg,Tm Sum,Tm Adj,Tm DRtg,OBPM,OStdErr,Ocontrib,OVORP,DBPM,DStdErr,Dcontrib,DVORP,Sum SPM,%Min,MPG,ReMPG,BPM,Contrib,VORP,VORP-Gm,O-BPM,Ocontrib,OVORP,"OVORP
Gm",D-BPM,Dcontrib,DVORP,"DVORP
Gm",Exp BPM,"TrueTalent
BPM","Exp%
Min","TrueTalent
VORP",TrueTimeVORP,WORP,O-WORP,D-WORP,Adjusted WORP,Estimated Position,BBRef Pos,Age on Feb 1,Yrs Experience,Height,Weight,Rounded Position,Rounded Age,Playoffs
2015,MEM,Tony Allen,33,63,1648,14.6,0.528,0.064,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.119,-0.4,3.7,3.3,2.2,0.026,0.093,14.2,3.94,19904,82,0.268,0.531,348101,0.532,-0.8,3.07,-0.14,-0.01,0.04,2.3,0.41,0.95,-0.24,0.99,3.3,2.2,1.4,2.2,0.3,0.2,-1.7,0.9,0,-0.4,-0.2,-0.1,-0.1,0,4,-0.4,1.5,-0.2,0.5,3.7,1.6,1.5,1.7,-4.1,0.4,26.2,24.6,3.3,1.4,2.2,2.9,-0.4,-0.2,0.5,0.7,3.7,1.5,1.7,2.2,0.2,1.8,0.73,2.7,3.8,5.9,1.4,4.5,10.4,2.3,2,33.06,10,76,213,2,33,Y
2015,HOU,Jason Terry,37,77,1641,11.4,0.579,0.724,0.108,1,7.1,4.1,13.8,2,0.9,13.7,14.3,2,1.5,3.6,0.104,0.3,-0.7,-0.4,0.7,0.059,0.045,12.3,4.01,19804,82,0.268,0.548,337012,0.546,-1.74,0.11,0.22,2.05,-0.5,-0.08,0.41,-0.03,6.44,-0.33,-0.4,2.2,-0.2,0.7,-0.8,0.5,1.3,0.2,-0.3,0.9,0.4,1.4,5.1,-0.7,2.6,0.3,1.5,0.1,0.8,-0.7,1.6,-0.3,-0.2,0.9,0.4,21.3,20.3,-0.4,-0.2,0.7,0.7,0.3,0.1,0.8,0.9,-0.7,-0.3,-0.2,-0.2,-0.7,-0.5,0.43,0.6,0.7,1.8,2.2,-0.4,1.8,1.1,2,37.38,15,74,185,1,37,Y
2015,POR,Robin Lopez,26,59,1638,16.2,0.574,0.002,0.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,3.2,1.9,5.1,0.15,0.1,2,2.1,1.7,0.094,0.056,13.5,4.69,19856,82,0.268,0.544,347001,0.542,-0.82,-0.28,-0.14,1.36,0.21,0.47,0.41,0.19,-2.66,1.66,2.1,2.2,0.9,1.7,1.2,0.2,-1.1,-0.5,0.1,-0.1,-0.1,2.3,1.5,0.3,2.4,0.1,1.5,0,0.7,2,1.6,0.8,1,-1.9,0.4,27.8,26,2.1,0.9,1.7,2.4,0.1,0,0.7,1,2,0.8,1,1.3,0.6,1.4,0.71,2.4,2.9,4.6,2,2.6,7.9,5,5,26.84,6,84,255,5,27,Y
2015,DET,Caron Butler,34,78,1623,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1,2.4,0.07,-1,-0.5,-1.5,0.2,0.039,0.031,11.6,-1.54,19827,82,0.268,0.515,348020,0.513,-2.89,-1.01,0.06,3.12,-0.56,-1.33,0.41,-0.54,-1.14,-0.14,-1.5,2.2,-0.6,0.2,-1.4,0.4,0.9,0,-0.3,-0.4,-0.1,-0.2,2.8,-0.6,-1.3,-1,1.5,-0.4,0.3,-0.5,1.6,-0.2,-0.1,-0.5,0.4,20.8,19.8,-1.5,-0.6,0.2,0.2,-1,-0.4,0.3,0.3,-0.5,-0.2,-0.1,-0.1,-1.6,-1.5,0.29,0.1,0.2,0.6,0.8,-0.2,0.4,2.8,3,34.89,12,79,228,3,35,N
2015,CHI,Kirk Hinrich,34,66,1610,6.8,0.468,0.441,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,-0.3,1.3,1,0.03,-2.3,-0.6,-2.8,-0.3,-0.009,0.039,11.3,2.88,19881,82,0.268,0.536,346370,0.54,-1.62,-0.67,-0.07,-0.54,-0.16,-3,0.41,-1.21,2.65,0.16,-2.8,2.2,-1.1,-0.3,-0.7,0.2,-1.6,0,-0.1,-2.1,-0.9,2,3.1,-0.1,0.9,-2.3,1.5,-0.9,-0.2,-0.6,1.6,-0.2,-0.1,-1.7,0.4,24.4,23,-2.8,-1.1,-0.3,-0.4,-2.3,-0.9,-0.2,-0.3,-0.6,-0.2,-0.1,-0.1,-0.3,-1.6,0.28,0.1,-0.2,-0.9,-0.6,-0.3,-0.6,1.4,2,34.08,11,76,190,1,34,Y
2015,MIN,Thaddeus Young,26,48,1605,15,0.491,0.101,0.201,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,0.8,0.6,1.4,0.043,0.1,-0.4,-0.4,0.7,0.024,0.019,19.1,-8.52,19787,82,0.268,0.517,341855,0.52,0.69,0.94,-0.07,-1.24,0.81,1.21,0.41,0.49,-2.34,-1.58,-0.4,2.2,-0.2,0.7,0.4,0.2,-0.9,0.4,0.4,0.5,0.2,-2.5,-0.8,-0.4,-6.1,0,1.5,0,0.7,-0.4,1.6,-0.2,0,0.5,0.4,33.4,30.9,-0.4,-0.2,0.7,1.1,0,0,0.7,1.2,-0.4,-0.2,0,-0.1,-0.3,-0.3,0.46,0.8,0.8,1.8,1.9,-0.1,2,5,4,115.09,7,0,0,5,115,N
2015,SAS,Manu Ginobili,37,70,1587,16.2,0.544,0.438,0.346,2,12.8,7.5,28.6,2.2,0.9,18.5,23.9,1.4,2.3,3.7,0.111,1.4,0.3,1.7,1.5,0.042,0.069,19.5,6.79,19955,82,0.268,0.555,346961,0.556,2.69,0.37,0.3,-2.54,-0.35,0.16,0.4,0.06,0.49,1.53,1.7,2.2,0.7,1.5,0.5,0.4,-0.1,0.2,-0.2,0.9,0.4,2.6,1.1,0.4,4.1,1.4,1.5,0.5,1.2,0.3,1.7,0.1,0.2,1,0.4,22.7,21.4,1.7,0.7,1.5,1.7,1.4,0.5,1.2,1.4,0.3,0.1,0.2,0.3,0,0.8,0.63,1.8,2.3,4,3.3,0.7,6.3,1.9,2,37.51,12,78,205,2,38,Y
2015,CHO,Michael Kidd-Gilchrist,21,55,1587,15.1,0.519,0,0.444,7.4,21.9,14.4,8.2,1,1.9,9.9,18.4,1.6,2.2,3.8,0.114,-2.2,1.3,-0.8,0.5,0.048,0.066,16.6,-3.79,19905,82,0.268,0.498,353638,0.496,-0.79,-0.61,-0.11,0.66,0.32,-0.42,0.4,-0.17,-2.5,-0.41,-0.8,2.2,-0.3,0.5,-0.2,0.2,-0.6,-0.2,0.2,-0.7,-0.3,-5.7,0.4,-1.4,1.9,-2.2,1.5,-0.9,-0.2,1.3,1.7,0.5,0.7,-3.5,0.4,28.9,26.9,-0.8,-0.3,0.5,0.7,-2.2,-0.9,-0.2,-0.3,1.3,0.5,0.7,1,-0.4,-0.6,0.42,0.6,0.5,1.3,-0.5,1.8,1.3,3.5,3,21.35,2,79,232,4,21,N
2015,GSW,Andrew Bogut,30,67,1583,15.8,0.565,0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-1.4,5.5,4.1,2.4,0.057,0.102,10.3,10.23,19730,82,0.268,0.572,342913,0.572,3.18,1.45,-0.04,-1.6,-0.25,2.78,0.4,1.11,5.81,1.29,4.1,2.2,1.6,2.4,1.2,0.2,-2.8,-0.3,-0.1,-1.8,-0.7,5.5,4.4,0.4,4.8,-1.4,1.5,-0.6,0.1,5.5,1.7,2.2,2.3,-6.9,0.4,23.6,22.3,4.1,1.6,2.4,3,-1.4,-0.6,0.1,0.1,5.5,2.2,2.3,2.8,0.6,2.4,0.73,3.2,4.4,6.6,0.3,6.2,11.9,5,5,30.18,9,84,260,5,30,Y
2015,CHO,Lance Stephenson,24,61,1573,8.8,0.419,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-2.7,1.8,-0.9,-0.026,-4,0.5,-3.5,-0.6,-0.082,0.056,17.4,-3.79,19905,82,0.268,0.498,353638,0.505,2.88,-1.16,0.02,-4.76,-0.01,-3.05,0.4,-1.2,-2.5,-0.41,-3.5,2.2,-1.4,-0.6,0.4,0.2,-3.1,-0.1,0,-2.5,-1,-5.7,0.4,-1.4,1.9,-4,1.5,-1.6,-0.9,0.5,1.7,0.2,0.3,-4.5,0.4,25.8,24.2,-3.5,-1.4,-0.6,-0.8,-4,-1.6,-0.9,-1.2,0.5,0.2,0.3,0.4,-1,-2.2,0.18,0,-0.3,-1.6,-2.4,0.9,-0.7,2.3,2,24.41,4,77,230,2,24,N
2015,BOS,Jared Sullinger,22,58,1566,17.9,0.503,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,1.9,2.1,4,0.123,1,1,2,1.6,0.058,0.065,21.4,-0.44,19880,82,0.268,0.523,347983,0.525,2.53,0,-0.02,-0.51,0.12,2.14,0.39,0.84,0.15,-0.13,2,2.2,0.8,1.6,1.4,0.2,0.3,-0.1,0.1,1.8,0.7,-1.3,2.5,-0.8,0.9,1,1.5,0.4,1.1,1,1.7,0.4,0.5,0.1,0.4,27,25.3,2,0.8,1.6,2.2,1,0.4,1.1,1.5,1,0.4,0.5,0.7,-0.3,0.9,0.63,1.8,2.5,4.3,2.9,1.4,6.9,4.2,4,22.91,2,81,260,4,23,Y
2015,SAC,Darren Collison,27,45,1565,17.5,0.575,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,3,0.8,3.8,0.116,2.8,-1.3,1.5,1.4,0.092,0.024,17.7,-3.27,19855,82,0.268,0.542,338426,0.539,1.24,0.26,0.33,-0.94,0.94,1.49,0.39,0.59,-4.06,0.03,1.5,2.2,0.6,1.4,0.2,0.5,1,0.2,0.5,2.4,0.9,-0.2,-2.2,0.4,-3.1,2.8,1.5,1.1,1.8,-1.3,1.7,-0.5,-0.4,4.1,0.4,34.8,31.9,1.5,0.6,1.4,2.5,2.8,1.1,1.8,3.2,-1.3,-0.5,-0.4,-0.7,0.7,1.1,0.67,2.1,2.4,3.7,4.8,-1,6.4,1,1,27.44,5,72,175,1,28,N
2015,UTA,Trevor Booker,27,79,1564,15.3,0.536,0.181,0.319,10.3,19,14.7,9,1.5,2.1,14.3,18.1,1.7,1.9,3.6,0.11,-0.6,0.7,0.2,0.9,0.052,0.058,15.5,0.79,19705,82,0.268,0.531,336440,0.531,0.46,0.12,-0.08,0.14,-0.67,0.05,0.4,0.02,0.25,0.14,0.2,2.2,0.1,0.9,0.8,0.2,-1.1,-0.1,-0.4,-0.4,-0.2,-0.2,0.3,-0.1,1,-0.6,1.5,-0.2,0.5,0.7,1.7,0.3,0.4,-1.3,0.4,19.8,18.8,0.2,0.1,0.9,0.9,-0.6,-0.2,0.5,0.5,0.7,0.3,0.4,0.4,-1.5,-0.6,0.42,0.6,0.9,2.3,1.2,1.1,2.5,3.7,4,27.19,4,80,228,4,27,N
2015,MIA,Chris Bosh,30,44,1556,19.8,0.548,0.226,0.311,3.6,20,12,12,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,1,-1,-0.1,0.8,0.065,0.046,25.5,-3.37,19732,82,0.268,0.54,337291,0.539,-0.13,-0.37,0,-0.27,1,0.22,0.39,0.09,-2.51,-0.31,-0.1,2.2,0,0.8,-0.6,0.3,1,-0.1,0.5,1.1,0.4,-1.5,-0.9,-0.2,-1.9,1,1.5,0.4,1.1,-1.1,1.7,-0.4,-0.3,2,0.4,35.4,32.4,-0.1,0,0.8,1.4,1,0.4,1.1,2,-1.1,-0.4,-0.3,-0.6,0.8,0.4,0.56,1.3,1.1,2,2.8,-0.8,2.9,4.1,5,30.86,11,83,235,4,31,N
2015,CHI,Derrick Rose,26,51,1530,15.9,0.493,0.325,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,0,1.2,1.2,0.038,1.1,-2.3,-1.3,0.3,0,0.038,27,2.88,19881,82,0.268,0.536,346370,0.542,2.35,-0.94,0.23,-3.25,0.43,-1.41,0.39,-0.54,2.65,0.16,-1.2,2.2,-0.5,0.3,0.7,0.3,0,-0.1,0.2,1.2,0.5,2,3.1,-0.1,0.9,1.1,1.5,0.4,1.1,-2.3,1.7,-0.9,-0.8,3.4,0.4,30,27.8,-1.2,-0.5,0.3,0.5,1.1,0.4,1.1,1.7,-2.3,-0.9,-0.8,-1.3,0.7,-0.3,0.47,0.8,0.4,0.8,2.9,-2.1,1,1,1,26.33,5,75,190,1,26,Y
2015,POR,Steve Blake,34,81,1529,9.5,0.507,0.67,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,0.7,1.4,2.1,0.066,-1.2,-0.9,-2.1,0,0.022,0.044,10.1,4.69,19856,82,0.268,0.544,347001,0.546,0.77,-1.01,0.27,-2.73,-0.78,-3.75,0.39,-1.45,-2.66,1.66,-2.1,2.2,-0.8,0,0,0.5,-1.5,0,-0.4,-1.5,-0.6,2.3,1.5,0.3,2.4,-1.2,1.5,-0.5,0.2,-0.9,1.7,-0.3,-0.2,-0.3,0.4,18.9,18,-2.1,-0.8,0,0,-1.2,-0.5,0.2,0.2,-0.9,-0.3,-0.2,-0.2,-1.1,-1.6,0.28,0.1,0,-0.1,0.5,-0.6,-0.1,1,1,34.93,11,75,172,1,35,Y
2015,PHO,Alex Len,21,69,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1,0.4,0.039,0.068,11.5,-0.37,19879,82,0.268,0.537,342976,0.537,-3.29,1.32,-0.23,1.32,-0.43,-1.07,0.38,-0.41,-0.79,0.07,-1,2.2,-0.4,0.4,-0.6,0.1,-1.9,-0.4,-0.2,-3.1,-1.2,-0.5,0.5,-0.2,0.1,-3.3,1.5,-1.2,-0.6,2.3,1.7,0.9,1,-5.5,0.4,22,20.8,-1,-0.4,0.4,0.5,-3.3,-1.2,-0.6,-0.7,2.3,0.9,1,1.2,-1.2,-1.1,0.35,0.3,0.3,1,-1.6,2.6,0.9,5,5,21.63,1,85,260,5,22,N
2015,ATL,Dennis Schroder,21,77,1516,15.7,0.516,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27,1.1,1.4,2.5,0.08,-0.4,-2.1,-2.4,-0.2,0.035,0.045,22.5,5.29,19732,82,0.268,0.564,341423,0.569,3.16,-0.63,0.26,-4.54,-0.69,-2.71,0.38,-1.04,4.94,0.28,-2.4,2.2,-0.9,-0.2,0.9,0.3,-1.3,0.1,-0.4,-0.3,-0.1,3.4,4.4,-0.1,1.9,-0.4,1.5,-0.1,0.5,-2.1,1.7,-0.8,-0.7,1.7,0.4,19.7,18.7,-2.4,-0.9,-0.2,-0.2,-0.4,-0.1,0.5,0.5,-2.1,-0.8,-0.7,-0.7,-0.8,-1.6,0.27,0.1,-0.1,-0.4,1.4,-1.8,-0.3,1,1,21.38,1,73,172,1,21,Y
2015,WAS,Rasual Butler,35,75,1505,11.4,0.531,0.455,0.13,2.1,12.4,7.4,6.5,1,1.2,8.1,17.9,1,1.6,2.6,0.084,-0.8,-0.8,-1.7,0.1,0.032,0.052,16.5,0.25,19956,82,0.268,0.534,343082,0.534,-2.84,-0.98,-0.05,2.17,-0.65,-2.3,0.38,-0.87,-2.93,0.65,-1.7,2.2,-0.6,0.1,-1.3,0.3,1,-0.2,-0.3,-0.5,-0.2,-2.1,-1.1,-0.3,2.3,-0.8,1.5,-0.3,0.3,-0.8,1.7,-0.3,-0.2,0,0.4,20.1,19.1,-1.7,-0.6,0.1,0.1,-0.8,-0.3,0.3,0.4,-0.8,-0.3,-0.2,-0.2,-1.5,-1.6,0.28,0.1,0.1,0.3,0.9,-0.5,0.3,2.8,3,35.7,11,79,215,3,36,Y
2015,MEM,Beno Udrih,32,79,1494,15.4,0.55,0.192,0.202,1.5,9.4,5.5,24,1.6,0.4,13.9,19.6,2,1.6,3.6,0.115,0.2,-1,-0.8,0.5,0.064,0.051,16.9,3.94,19904,82,0.268,0.531,348101,0.53,0.85,-0.65,0.21,-1.18,-0.78,-1.76,0.38,-0.66,-0.24,0.99,-0.8,2.2,-0.3,0.5,0,0.4,0.2,0.1,-0.4,0.2,0.1,-0.1,-0.1,0,4,0.2,1.5,0.1,0.7,-1,1.7,-0.4,-0.2,1.2,0.4,18.9,18,-0.8,-0.3,0.5,0.5,0.2,0.1,0.7,0.7,-1,-0.4,-0.2,-0.3,-1.2,-1,0.37,0.4,0.5,1.3,1.9,-0.7,1.2,1.3,1,32.58,10,75,205,1,33,Y
2015,CHO,Cody Zeller,22,62,1487,14.1,0.53,0.003,0.44,7,20.1,13.4,10.9,1.2,2.6,12.2,15.6,1.6,2.2,3.8,0.123,-2.1,2.5,0.4,0.9,0.052,0.071,13.7,-3.79,19905,82,0.268,0.498,353638,0.496,0.32,0.01,-0.04,0.66,-0.22,0.77,0.37,0.29,-2.5,-0.41,0.4,2.2,0.1,0.9,0.2,0.2,-0.7,-0.2,-0.1,-0.7,-0.2,-5.7,0.4,-1.4,1.9,-2.1,1.5,-0.8,-0.2,2.5,1.7,0.9,1,-4.6,0.4,24,22.5,0.4,0.1,0.9,1.2,-2.1,-0.8,-0.2,-0.2,2.5,0.9,1,1.4,-1.3,-0.5,0.44,0.7,1,2.4,-0.4,2.8,2.8,4.7,5,22.32,1,84,240,5,22,N
2015,LAL,Jordan Clarkson,22,59,1476,16.9,0.528,0.203,0.265,4,10.5,7.1,23.8,1.8,0.7,12.6,23,2,0.4,2.4,0.078,1.4,-1.7,-0.3,0.6,0.065,0.013,20.1,-6.65,19932,82,0.268,0.513,350423,0.511,2.08,-0.24,0.21,-0.89,-0.11,0.84,0.37,0.31,-2.29,-1.14,-0.3,2.3,-0.1,0.6,0.8,0.4,0.8,0.1,-0.1,2,0.7,-2.2,0.2,-0.6,-4.5,1.4,1.5,0.5,1.2,-1.7,1.7,-0.6,-0.5,3.2,0.4,25,23.4,-0.3,-0.1,0.6,0.9,1.4,0.5,1.2,1.6,-1.7,-0.6,-0.5,-0.7,-1.6,-0.9,0.37,0.4,0.6,1.7,3.1,-1.4,1.7,1.5,1,22.65,0,77,185,1,23,N
2015,GSW,Shaun Livingston,29,78,1468,12.9,0.529,0.005,0.23,3.3,10,6.7,24.2,1.6,1,19,15.9,1.5,1.8,3.3,0.107,-2.1,0.4,-1.7,0.1,0.049,0.058,12.9,10.23,19730,82,0.268,0.572,342913,0.574,1.88,-0.33,0.03,-3.79,-0.79,-3.03,0.37,-1.13,5.81,1.29,-1.7,2.3,-0.6,0.1,0.6,0.2,-2.9,0,-0.4,-2.5,-0.9,5.5,4.4,0.4,4.8,-2.1,1.5,-0.8,-0.1,0.4,1.7,0.1,0.2,-2.5,0.4,18.8,17.9,-1.7,-0.6,0.1,0.1,-2.1,-0.8,-0.1,-0.2,0.4,0.1,0.2,0.3,-0.3,-1,0.36,0.4,0.1,0.3,-0.4,0.7,0.3,1.8,1,29.39,9,79,182,2,29,Y
2015,DET,Jodie Meeks,27,60,1462,14.1,0.548,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,2.2,0.9,3.1,0.103,0.7,-1.6,-0.9,0.4,0.073,0.03,18.4,-1.54,19827,82,0.268,0.515,348020,0.512,-2.96,-0.08,0.05,2.45,-0.18,-0.77,0.37,-0.29,-1.14,-0.14,-0.9,2.3,-0.3,0.4,-1.2,0.4,2,0.2,-0.1,1.3,0.5,-0.2,2.8,-0.6,-1.3,0.6,1.5,0.2,0.9,-1.6,1.7,-0.6,-0.5,2.2,0.4,24.4,22.8,-0.9,-0.3,0.4,0.5,0.6,0.2,0.9,1.2,-1.6,-0.6,-0.5,-0.6,-0.9,-0.9,0.37,0.4,0.4,1.1,2.3,-1.3,1.1,1.8,2,27.45,5,76,208,2,28,N
2015,SAC,Derrick Williams,23,74,1462,12.8,0.54,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,1.7,0.4,2.1,0.069,-0.5,-2.7,-3.2,-0.5,0.056,0.013,17.2,-3.27,19855,82,0.268,0.542,338426,0.542,-2.89,-1.26,-0.11,1.57,-0.69,-3.27,0.37,-1.2,-4.06,0.03,-3.2,2.3,-1.2,-0.5,-1.1,0.2,0.3,-0.1,-0.4,-0.9,-0.3,-0.2,-2.2,0.4,-3.1,-0.6,1.5,-0.2,0.4,-2.7,1.7,-1,-0.9,2.1,0.4,19.8,18.7,-3.2,-1.2,-0.5,-0.5,-0.6,-0.2,0.4,0.5,-2.7,-1,-0.9,-1,-2.1,-2.6,0.12,-0.1,-0.2,-1.2,1.1,-2.4,-0.4,3.3,4,23.69,3,80,240,3,24,N
2015,CLE,J.R. Smith,29,46,1461,14.5,0.565,0.667,0.065,2.1,10.4,6.3,12.3,2.3,1,9.1,17.6,2.4,1.3,3.8,0.124,3,-0.1,2.9,1.8,0.08,0.044,16,4.39,19779,82,0.268,0.557,342773,0.557,-1.18,0.54,0.13,2.38,0.61,2.35,0.37,0.87,2.75,0.5,2.9,2.3,1.1,1.8,-0.6,0.4,2.1,0.3,0.3,2.6,0.9,5.5,4.5,0.4,-1.1,3,1.5,1.1,1.7,-0.1,1.7,0,0.1,3.1,0.4,31.8,29.2,2.9,1.1,1.8,3.2,3,1.1,1.7,3.1,-0.1,0,0.1,0.1,1.3,2.1,0.73,2.9,3.5,4.8,4.7,0.2,9.5,2.5,2,29.4,10,78,225,2,29,Y
2015,NYK,Langston Galloway,23,45,1457,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,0,-1.1,-1.1,0.3,0.023,0.02,17.3,-10.3,19855,82,0.268,0.508,341700,0.509,0.55,-0.12,0.07,-0.21,0.67,0.89,0.37,0.33,-2.45,-1.98,-1.1,2.3,-0.4,0.3,0,0.3,0.4,0.1,0.4,1.1,0.4,-5.4,-0.7,-1.2,-4.9,0,1.5,0,0.6,-1.1,1.7,-0.4,-0.3,1.1,0.4,32.4,29.7,-1.1,-0.4,0.3,0.6,0,0,0.6,1.1,-1.1,-0.4,-0.3,-0.5,-0.7,-0.9,0.37,0.4,0.3,0.9,1.7,-0.8,0.9,1.4,1,23.15,0,74,200,1,23,N
2015,PHO,Gerald Green,29,74,1446,15.4,0.532,0.497,0.154,2.5,11.7,7,10.9,1.4,0.6,11.1,28.4,1,1,1.9,0.065,0.8,-3.3,-2.4,-0.2,0.033,0.033,25.2,-0.37,19879,82,0.268,0.537,342976,0.538,-1.38,-0.8,0.03,0.4,-0.71,-2.49,0.36,-0.91,-0.79,0.07,-2.4,2.3,-0.9,-0.2,-0.7,0.3,1.8,0,-0.4,1.1,0.4,-0.5,0.5,-0.2,0.1,0.8,1.5,0.3,0.9,-3.3,1.7,-1.2,-1.1,4.1,0.4,19.5,18.5,-2.4,-0.9,-0.2,-0.2,0.8,0.3,0.9,1,-3.3,-1.2,-1.1,-1.2,-1.7,-2,0.21,0,-0.1,-0.4,2.5,-2.9,-0.2,2.4,2,29.02,7,79,205,2,29,N
2015,SAS,Cory Joseph,23,79,1444,15.5,0.564,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17,2.7,1.8,4.5,0.149,0.2,0.5,0.7,1,0.089,0.06,14.9,6.79,19955,82,0.268,0.555,346961,0.554,1.27,-0.39,0.09,-0.86,-0.85,-0.83,0.36,-0.3,0.49,1.53,0.7,2.3,0.3,1,0.4,0.3,-0.5,0,-0.4,-0.2,-0.1,2.6,1.1,0.4,4.1,0.2,1.5,0.1,0.7,0.5,1.7,0.2,0.3,-0.3,0.4,18.3,17.4,0.7,0.3,1,1,0.2,0.1,0.7,0.7,0.5,0.2,0.3,0.3,-0.9,-0.1,0.49,0.9,1.3,2.6,1.8,0.8,3.6,1.4,1,23.45,3,75,190,1,24,Y
2015,SAC,Ray McCallum,23,68,1436,12.5,0.496,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1,0.028,0.017,15.6,-3.27,19855,82,0.268,0.542,338426,0.545,1.71,-0.55,0.04,-2.34,-0.54,-1.72,0.36,-0.62,-4.06,0.03,-1.7,2.3,-0.6,0.1,0.7,0.2,-1.5,0,-0.3,-0.8,-0.3,-0.2,-2.2,0.4,-3.1,-0.4,1.5,-0.1,0.5,-1.3,1.7,-0.5,-0.4,1,0.4,21.1,19.9,-1.7,-0.6,0.1,0.1,-0.4,-0.1,0.5,0.6,-1.3,-0.5,-0.4,-0.5,-1.8,-1.7,0.25,0.1,0.1,0.3,1.3,-1,0.2,1.3,1,23.64,1,75,190,1,24,N
2015,WAS,Otto Porter,21,74,1432,11.6,0.523,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,1,1.8,2.7,0.092,-1.4,0.9,-0.4,0.6,0.033,0.059,13.5,0.25,19956,82,0.268,0.534,343082,0.535,-1.75,0.04,-0.12,1.36,-0.73,-1.09,0.36,-0.39,-2.93,0.65,-0.4,2.3,-0.2,0.6,-0.3,0.2,-0.6,0,-0.4,-1.1,-0.4,-2.1,-1.1,-0.3,2.3,-1.4,1.5,-0.5,0.1,0.9,1.7,0.3,0.4,-2.3,0.4,19.4,18.4,-0.4,-0.2,0.6,0.6,-1.4,-0.5,0.1,0.1,0.9,0.3,0.4,0.5,-1.6,-1,0.36,0.3,0.6,1.5,0.3,1.2,1.5,2.8,3,21.67,1,80,198,3,22,Y
2015,NYK,Carmelo Anthony,30,40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.2,0.6,2.9,0.097,3.5,-2.2,1.4,1.2,0.075,0.022,29.3,-10.3,19855,82,0.268,0.508,341700,0.505,2.09,-0.46,0.13,0.73,1.01,3.36,0.36,1.21,-2.45,-1.98,1.4,2.3,0.5,1.2,0.8,0.4,3.1,0,0.5,4.7,1.7,-5.4,-0.7,-1.2,-4.9,3.6,1.5,1.3,1.9,-2.2,1.7,-0.8,-0.7,5.7,0.4,35.7,32.5,1.4,0.5,1.2,2.5,3.6,1.3,1.9,3.9,-2.2,-0.8,-0.7,-1.4,-0.2,0.6,0.59,1.5,2,3.3,5.1,-1.8,5.4,3.3,3,30.68,11,80,240,3,31,N
